OrderId,Property Id,Property Name,Parent Property Id,Parent Property Name,BBL - 10 digits,"NYC Borough, Block and Lot (BBL) self-reported",NYC Building Identification Number (BIN),Address 1 (self-reported),Address 2,Postal Code,Street Number,Street Name,Borough,DOF Gross Floor Area,Primary Property Type - Self Selected,List of All Property Use Types at Property,Largest Property Use Type,Largest Property Use Type - Gross Floor Area (ft²),2nd Largest Property Use Type,2nd Largest Property Use - Gross Floor Area (ft²),3rd Largest Property Use Type,3rd Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Metered Areas (Energy),Metered Areas  (Water),Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Weather Normalized Source EUI (kBtu/ft²),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),District Steam Use (kBtu),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Property GFA - Self-Reported (ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Source EUI (kBtu/ft²),Release Date,Water Required?,DOF Benchmarking Submission Status,Latitude,Longitude,Community Board,Council District,Census Tract,NTA
10862,2800419,The Daniel Webster Owners Corp,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3054180049,3-05418-0049,3127761,345 Webster Avenue,Not Available,11230,345,WEBSTER AVENUE,Brooklyn,158230,Multifamily Housing,Multifamily Housing,Multifamily Housing,158231,Not Available,Not Available,Not Available,Not Available,1959,1,100,Whole Building,Whole Building,85.1,88.4,3,0,111.2,Not Available,Not Available,1.11E+07,Not Available,Not Available,Not Available,671934.8,6719.3,1697476.1,472866.3,1029,871.5,157.5,158231,7793.2,49.25,109,04/24/2017 12:26:31 PM,No,In Compliance,40.633862,-73.968691,14,40,482,Flatbush                                                                   
10863,4044731,680 Ocean Parkway,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3054200050,3054200050,3127822,680 Ocean Parkway,Not Available,11230,680,OCEAN PARKWAY,Brooklyn,60000,Multifamily Housing,Multifamily Housing,Multifamily Housing,62000,Not Available,Not Available,Not Available,Not Available,1991,1,90,Whole Building,Not Available,100.9,107.6,2.8,1,133.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5657899.9,60679.4,600622.6,176032.4,356.3,300.5,55.7,62000,4281.8,69.06,126.2,04/21/2017 01:41:58 PM,No,In Compliance,40.631868,-73.971938,14,44,480,Flatbush                                                                   
10871,3112105,(5032) - 715 Ocean Parkway,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3054240001,3-05424-0001,3127938;3327478;3391380;3127953,715 Ocean Parkway,Not Available,11230,715,OCEAN PARKWAY,Brooklyn,93000,Multifamily Housing,Multifamily Housing,Multifamily Housing,93004,Not Available,Not Available,Not Available,Not Available,1954,1,100,Whole Building,Whole Building,73.8,Not Available,3.2,0.6,Not Available,Not Available,279588,Not Available,Not Available,Not Available,Not Available,5533114,59187.2,1050064.2,292982.7,412.1,314.6,97.4,93004,4617,49.64,101,03/22/2017 10:46:00 AM,Yes,In Compliance,40.630992,-73.971747,14,40,482,Flatbush                                                                   
10872,4392517,340 Webster Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3054250001,3-05425-0001,3127954,340 Webster Avenue,Not Available,11230,340,WEBSTER AVENUE,Brooklyn,87411,Multifamily Housing,Multifamily Housing,Multifamily Housing,87411,Not Available,Not Available,Not Available,Not Available,1956,1,100,Whole Building,Whole Building,169.3,172.1,3.2,0.5,199,Not Available,9388416,Not Available,Not Available,Not Available,Not Available,4454258,47118.3,956973.3,276647.1,1022.1,933.3,88.8,87411,Not Available,Not Available,196.4,04/28/2017 10:53:39 AM,Yes,In Compliance,40.633794,-73.968792,14,40,482,Flatbush                                                                   
10877,3091600,1753 47th Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3054380049,3-05438-0049,3128695,1753 47th Street,Not Available,11204,1753,47 STREET,Brooklyn,50479,Multifamily Housing,Multifamily Housing,Multifamily Housing,50479,Not Available,Not Available,Not Available,Not Available,1937,1,100,Whole Building,Whole Building,88.2,93.9,4.2,0.8,128.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3705000.2,40163.7,749121.7,212782.3,266.3,196.8,69.5,50479,5526,109.47,123.7,05/01/2017 10:16:39 AM,Yes,In Compliance,40.630042,-73.980823,12,44,476,Borough Park                                                               
10892,2930136,1840 52nd street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3054747502,3-05474-7502,3130012,1840 52nd street,Not Available,11204,1840,52 STREET,Brooklyn,127473,Multifamily Housing,Multifamily Housing,Multifamily Housing,56266,Not Available,Not Available,Not Available,Not Available,1926,1,100,Whole Building,Not Available,14.8,14.7,4.3,Not Available,46.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,832244.8,242040.8,77.2,0,77.2,56266,Not Available,Not Available,46.4,04/24/2017 10:46:58 PM,Yes,In Compliance,40.625938,-73.981624,12,44,472,Borough Park                                                               
10902,4407001,5701 15th Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3054960004,3054960004,3131097,5701 15th Ave,Not Available,11219,5715,15 AVENUE,Brooklyn,61800,Multifamily Housing,Multifamily Housing,Multifamily Housing,61792,Not Available,Not Available,Not Available,Not Available,1939,1,100,Whole Building,Whole Building,80.9,86.1,4.8,0.7,124.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3959000.8,42987.9,1041811,298680.7,307,210.3,96.7,61792,Not Available,Not Available,120.2,04/25/2017 04:29:13 PM,No,In Compliance,40.62774,-73.992514,12,44,240,Borough Park                                                               
10904,4926093,1690 60th Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3055170039,3055170039,3328510,1690 60th Street,Not Available,11204,1690,60 STREET,Brooklyn,72000,K-12 School,K-12 School,K-12 School,72000,Not Available,Not Available,Not Available,Not Available,2003,1,100,Whole Building,Not Available,145.1,143.7,9.8,1.1,221.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7992000.7,79249.1,2456640,709168.3,652.5,424.5,228,72000,Not Available,Not Available,223.7,04/28/2017 04:51:59 PM,No,In Compliance,40.623672,-73.990004,12,44,242,Borough Park                                                               
10936,3114775,4812 14th Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3056350041,3056350041,3137474,4812 14th Avenue,Not Available,11219,4812,14 AVENUE,Brooklyn,71860,Multifamily Housing,Multifamily Housing,Multifamily Housing,81100,Not Available,Not Available,Not Available,Not Available,1927,1,100,Whole Building,Whole Building,73.7,Not Available,3.8,0.6,Not Available,Not Available,Not Available,Not Available,270000,Not Available,Not Available,4625399.9,51474.6,1080016.2,308404.3,366.2,266,100.2,81100,5276,65.06,105.1,05/01/2017 08:47:51 PM,Yes,In Compliance,40.634132,-73.989476,12,44,234,Borough Park                                                               
10937,4410476,1450 48 STREET,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3056360022,3056360022,3137503,1450 48 STREET,Not Available,11219,1442,48 STREET,Brooklyn,70626,Multifamily Housing,Multifamily Housing,Multifamily Housing,70616,Not Available,Not Available,Not Available,Not Available,1938,1,100,Whole Building,Not Available,59.1,61.4,3.1,0.5,86.5,Not Available,Not Available,Not Available,353038.5,Not Available,Not Available,3015223,32276.2,803730.5,220311.1,261.3,186.8,74.6,70616,3452.9,48.9,85.6,04/26/2017 11:22:16 AM,Yes,In Compliance,40.633652,-73.988348,12,44,234,Borough Park                                                               
10939,2783906,864 49th Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3056370032,3056370032,3137539,864 49th Street,Not Available,11220,864,49 STREET,Brooklyn,67600,Multifamily Housing,Multifamily Housing,Multifamily Housing,91990,Not Available,Not Available,Not Available,Not Available,1930,1,100,Whole Building,Not Available,62.3,66.4,2.3,0.6,86.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5003354,53790.3,731543.5,214403.1,333.6,265.8,67.9,91990,Not Available,Not Available,82.1,04/25/2017 05:40:13 PM,Yes,In Compliance,40.640863,-74.001794,12,38,108,Sunset Park East                                                           
10947,3108125,"MORDLAND ASSOCIATES FH, LLC",Not Applicable: Standalone Property,Not Applicable: Standalone Property,3056460036,3056460036,3137939,1042-50TH STREET,Not Available,11219,1042,50 STREET,Brooklyn,57156,Multifamily Housing,Multifamily Housing,Multifamily Housing,65500,Not Available,Not Available,Not Available,Not Available,1940,1,100,Whole Building,Whole Building,62.8,Not Available,Not Available,0.6,Not Available,Not Available,104612.9,Not Available,Not Available,Not Available,Not Available,3842439.3,41027.2,168591,Not Available,227.5,211.9,15.6,65500,35.6,0.54,71.3,04/28/2017 04:02:08 PM,No,In Compliance,40.637676,-73.998033,12,44,220,Borough Park                                                               
10951,3530212,5001 14th Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3056500005,3056500005,3138097,5001 14th Avenue,Not Available,11219,5001,14 AVENUE,Brooklyn,64800,Multifamily Housing,Multifamily Housing,Multifamily Housing,64779,Not Available,Not Available,Not Available,Not Available,1934,1,100,Whole Building,Whole Building,65,69.4,3.7,0.6,99.5,Not Available,0,Not Available,Not Available,Not Available,Not Available,3362779.2,36713.5,847383.1,241789.4,257.3,178.6,78.6,64779,Not Available,Not Available,95.6,04/25/2017 04:04:57 PM,Yes,In Compliance,40.633046,-73.990575,12,44,236,Borough Park                                                               
10952,4410479,5000 15th Ave.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3056500034,3056500034,3138111,5000 15th Ave.,Not Available,11219,5000,15 AVENUE,Brooklyn,139500,Multifamily Housing,Multifamily Housing,Multifamily Housing,139490,Not Available,Not Available,Not Available,Not Available,1928,1,100,Whole Building,Not Available,40.4,40.2,2.9,0.3,63.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4215582,42155.8,1426081.9,408243,356.2,223.9,132.3,139490,5890.2,42.23,63.8,04/26/2017 11:22:16 AM,Yes,In Compliance,40.631725,-73.988396,12,44,236,Borough Park                                                               
10953,2850577,1425 LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3056500068,3056500068,3138126,1425 51st Street,Not Available,11219,1425,51 STREET,Brooklyn,50400,Multifamily Housing,Multifamily Housing,Multifamily Housing,50400,Not Available,Not Available,Not Available,Not Available,1929,1,100,Whole Building,Whole Building,50.8,52.9,3.8,0.4,82.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1895200.1,20216.7,663726.1,189058.4,162.3,100.7,61.6,50400,2760.3,54.77,80.8,04/27/2017 12:27:39 PM,Yes,In Compliance,40.632154,-73.990366,12,44,236,Borough Park                                                               
10955,4412207,Dov: 1370 51st St,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3056560034,3-05656-0034,3138388,1370 51st St,Not Available,11219,1364,51 STREET,Brooklyn,70600,Multifamily Housing,Multifamily Housing,Multifamily Housing,74130,Not Available,Not Available,Not Available,Not Available,1960,1,100,Whole Building,Not Available,80.2,83.9,3.9,0.7,116.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4924300.2,52247.7,1021198,291278.6,356.3,261.6,94.8,74130,2906,39.2,113,04/26/2017 02:55:19 PM,Yes,In Compliance,40.63309,-73.991955,12,44,236,Borough Park                                                               
10958,3788344,5202 15th Avenue - 41591,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3056640035,3-05664-0035,3138771,5202 15th Avenue,Not Available,11219,5200,15 AVENUE,Brooklyn,51300,Multifamily Housing,Multifamily Housing,Multifamily Housing,55250,Not Available,Not Available,Not Available,Not Available,1940,1,100,Whole Building,Not Available,72.6,77.1,3.6,0.6,106.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3311095.5,35796.1,701237.5,199970.9,240.9,175.9,65.1,55250,Not Available,Not Available,102.8,04/24/2017 11:39:02 AM,Yes,In Compliance,40.630608,-73.989559,12,44,238,Borough Park                                                               
10959,2741521,David Minkin,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3056660001,3-05666-0001,3138853,5313 9th Avenue,Not Available,11220,5313,9 AVENUE,Brooklyn,79125,Multifamily Housing,Multifamily Housing,Multifamily Housing,79125,Not Available,Not Available,Not Available,Not Available,1996,1,100,Whole Building,Whole Building,98.1,103.5,4.4,0.9,139.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6555049.1,70057.3,1210444.5,346423.6,460.5,348.2,112.3,79125,5858,74.03,135,04/28/2017 07:53:57 PM,No,In Compliance,40.637967,-74.003383,12,38,116,Borough Park                                                               
10985,3663583,0727-Brooklyn - 64th Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3058070001,3-05807-0001,3328791,201 64th Street,Not Available,11220,6301,2 AVENUE,Brooklyn,183400,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,110821,Not Available,Not Available,Not Available,Not Available,2009,1,100,Whole Building,Whole Building,15.4,16.2,2.5,0.1,34.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,761700,8512,944523.5,276824,128.1,40.5,87.7,110821,Not Available,Not Available,34,04/18/2017 03:59:25 PM,Yes,In Compliance,40.641681,-74.024643,7,38,22,Sunset Park West                                                           
10999,4412203,6802 Ridge Boulevard,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3058610043,3058610043,3145074,6802 Ridge Boulevard,Not Available,11220,6802,RIDGE BOULEVARD,Brooklyn,69600,Multifamily Housing,Multifamily Housing,Multifamily Housing,69600,Not Available,Not Available,Not Available,Not Available,1924,1,100,Whole Building,Whole Building,56.5,60,0.6,0.5,67.1,Not Available,276000,Not Available,Not Available,Not Available,Not Available,3514399.8,37636.7,139230.1,40744.8,220.1,207.1,12.9,69600,2930,42.1,63.3,04/28/2017 05:06:59 PM,Yes,In Compliance,40.637319,-74.028353,10,43,30,Bay Ridge                                                                  
11000,2798615,Delta Management-  6902 Narrows Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3058687501,3-05868-7501,3348089,6902 Narrows Avenue,Not Available,11209,6902,NARROWS AVENUE,Brooklyn,67059,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,56276,Parking,12000,Not Available,Not Available,2001,1,100,Whole Building,Not Available,48.1,48.6,6.7,0.3,98.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1379800,14580.7,1327084.2,374806.1,196.4,73.3,123.2,56276,Not Available,Not Available,99.8,04/29/2017 07:58:49 PM,Yes,In Compliance,40.638069,-74.03393,10,43,34,Bay Ridge                                                                  
11001,2791444,(6315) - 315 Ovington Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3058720007,3-05872-0007,3145668,315 Ovington Avenue,Not Available,11209,315,OVINGTON AVENUE,Brooklyn,76686,Multifamily Housing,Multifamily Housing,Multifamily Housing,76690,Not Available,Not Available,Not Available,Not Available,1962,1,100,Whole Building,Whole Building,95.8,Not Available,4.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6128515.4,Not Available,1219398.2,348992.4,438.7,325.5,113.2,76690,6585.1,85.87,133.8,03/22/2017 11:29:33 AM,Yes,In Compliance,40.634682,-74.025955,10,43,68,Bay Ridge                                                                  
11015,4403931,7101 Shore Rd,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3058870006,3-05887-0006,3146369,7101 Shore Rd,Not Available,11209,7101,SHORE ROAD,Brooklyn,72312,Multifamily Housing,Multifamily Housing,Multifamily Housing,72312,Not Available,Not Available,Not Available,Not Available,1931,1,100,Whole Building,Whole Building,123.9,131.7,5.9,1.1,179.9,Not Available,279795,Not Available,Not Available,Not Available,Not Available,7212599.8,77953.6,1469583.1,423607.1,540.2,403.9,136.4,72312,4470.4,61.82,172.5,04/27/2017 10:41:09 PM,Yes,In Compliance,40.636477,-74.03669,10,43,34,Bay Ridge                                                                  
11016,3935635,(7117) - Colonial Apt Corp,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3058890003,3-05889-0003,3146466,7101 Colonial Road,Not Available,11209,7101,COLONIAL ROAD,Brooklyn,142396,Multifamily Housing,Multifamily Housing,Multifamily Housing,142396,Not Available,Not Available,Not Available,Not Available,1928,1,100,Whole Building,Whole Building,60,Not Available,3,0.5,Not Available,Not Available,276000,Not Available,Not Available,Not Available,Not Available,6764174.7,73010.9,1506704.5,432930.1,519.6,379.8,139.8,142396,9634.9,67.66,85.1,03/22/2017 04:17:59 PM,Yes,In Compliance,40.635372,-74.03207,10,43,36,Bay Ridge                                                                  
